,episode_number,title,description,updated_at,duration,uploaded_at,counts,urls
178,360,Mindhunter - 2da. Temporada,"Este podcast es sobre la muy esperada segunda temporada de Mindhunter, de lo mejor que Netflix tiene para ofrecer. Si la viste, escuchanos.
#Podcast #Television #Series #Netflix #Mindhunter #DavidFincher",2019-08-29T15:24:07.000Z,58,2019-08-29T02:23:00.000Z,2791,https://audioboom.com/posts/7354247-360-mindhunter-2da-temporada
179,359,Kill Bill,"En este podcast hablamos largo y tendido de los dos excelentes volúmenes de Kill Bill. ¡Si los viste, escuchanos!
#Podcast #Cine #Peliculas #Clasicos #KillBill #QuentinTarantino #UmaThurman #DavidCarradine",2020-04-06T19:34:27.000Z,102,2019-08-26T23:40:00.000Z,4342,https://audioboom.com/posts/7352095-359-kill-bill
180,358,Booksmart,"Este podcast es sobre Booksmart, una película maravillosa que lamentablemente no va a ser posible ver en cines en nuestro país. Si la viste, escuchanos.
#Podcast #Cine #Peliculas #Booksmart #OliviaWilde",2019-08-29T16:35:33.000Z,45,2019-08-23T15:36:00.000Z,2146,https://audioboom.com/posts/7350184-358-booksmart
181,357,Crawl,"En este podcast hablamos de Crawl, un peliculón. Si fuiste de los pocos afortunados que ya la vieron, escuchanos.
#Podcast #Cine #Peliculas #Crawl #InfiernoenlaTormenta #AlexandreAja",2019-08-23T15:25:14.000Z,33,2019-08-07T22:11:00.000Z,2015,https://audioboom.com/posts/7336199-357-crawl
182,356,The Boys - 1era. Temporada,"¡Acá está el podcast sobre la primera temporada de The Boys que nos pidieron, queridísimos oyentes!
#Podcast #Television #Series #TheBoys",2022-07-15T16:55:28.404Z,68,2019-08-06T00:05:40.000Z,3467,https://audioboom.com/posts/7334290-356-the-boys-1era-temporada
183,355,Missing Link,"En este podcast hablamos de la bellísima Missing Link, sí, pero también aprovechamos y recorremos la corta historia de Laika, el estudio que la produjo. ¡Escuchanos!

#Podcast #Cine #Peliculas #Animacion #MissingLink #Laika #StopMotion",2021-03-19T11:13:25.000Z,36,2019-07-31T22:11:00.000Z,1807,https://audioboom.com/posts/7330455-355-missing-link
184,354,Big Little Lies - 2da. Temporada,"Este muy innecesario podcast es sobre la todavía más innecesaria segunda temporada de Big Little Lies. ¿Si la viste, escuchanos?
#Podcast #Television #Series #HBO #BigLittleLies #ReeseWitherspoon #NicoleKidman #ShaileneWoodley #LauraDern #ZoeKravitz #MerylStreep",2019-07-31T14:47:47.000Z,30,2019-07-31T14:22:00.000Z,1835,https://audioboom.com/posts/7330214-354-big-little-lies-2da-temporada
185,353,The Lion King,"En este podcast hablamos de las dos versiones de El Rey León: el clásico animado de Disney y su horrible, horrible remake. ¡Escuchanos!
#Podcast #Cine #Peliculas #Clasicos #Animacion #TheLionKing #ElReyLeon #Disney",2020-03-27T23:56:13.000Z,76,2019-07-23T00:00:00.000Z,3194,https://audioboom.com/posts/7322822-353-the-lion-king
186,352,Stranger Things 3,"En este podcast hablamos de la tercera temporada de Stranger Things, la serie original de Netflix más popular (del millón que produjeron). ¡Si la viste, escuchanos!

#Podcast #Television #Series #Netflix #StrangerThings #DufferBrothers",2022-07-11T13:42:27.441Z,64,2019-07-15T20:00:00.000Z,4174,https://audioboom.com/posts/7316583-352-stranger-things-3
187,351,Spider-Man: Far From Home,"En este podcast hablamos de Spider-Man: Far From Home, la séptima película que protagoniza este personaje, la segunda que es parte del Universo Marvel™ (y la quinta del mismo en la que aparece). ¡Escuchanos!
#Podcast #Cine #Peliculas #Marvel #Spiderman #FarFromHome #JonWatts #TomHolland #JakeGyllenhaal",2022-01-03T11:32:06.027Z,53,2019-07-15T15:00:00.000Z,3183,https://audioboom.com/posts/7316282-351-spider-man-far-from-home
188,350,Dark - 2da. Temporada,"En este podcast desenredamos la segunda temporada de Dark con la ayuda de Agustín Eme. Si ya la viste, podés escuchanos.
#Podcast #Television #Series #Netflix #Dark",2019-07-05T19:54:31.000Z,63,2019-07-05T19:14:00.000Z,4541,https://audioboom.com/posts/7308813-350-dark-2da-temporada
189,349,They Shall Not Grow Old,"En este podcast analizamos They Shall Not Grow Old, el poderosísimo documental sobre la Primera Guerra Mundial dirigido por Peter Jackson, y aprovechamos para pensar que es lo que es un documental en sí mismo.
#Podcast #Documental #TheyShallNotGrowOld #PeterJackson #PrimeraGuerraMundial",2019-07-04T01:40:01.000Z,29,2019-07-04T01:22:00.000Z,1759,https://audioboom.com/posts/7307256-349-they-shall-not-grow-old
190,348,Toy Story 4,"En este podcast hablamos muchísimo sobre la cuarta Toy Story... ¡con Fausto de invitado! Si la viste, escuchanos.

#Podcast #Cine #Peliculas #Clasicos #Animacion #Disney #Pixar #ToyStory",2022-06-29T17:27:35.837Z,67,2019-07-02T01:10:00.000Z,2971,https://audioboom.com/posts/7305017-348-toy-story-4
191,347,Toy Stories,"Este podcast es sobre las primeras tres Toy Story, la historia de Pixar y un montón de cosas más. ¡Escuchanos!

#Podcast #Cine #Peliculas #Clasicos #Animacion #Disney #Pixar #ToyStory",2022-06-29T17:27:08.787Z,64,2019-07-01T14:55:00.000Z,2923,https://audioboom.com/posts/7304096-347-toy-stories
192,346,"Muere, Monstruo, Muere","En este podcast hablamos con Elián Aguilar de Muere Monstruo Muere, una extraña película de terror hecha en Argentina. Escuchanos.
#Podcast #Cine #Peliculas #CineArgentino #CineNacional #MuereMonstruoMuere #AlejandroFadel",2019-07-07T15:51:08.000Z,41,2019-06-19T22:38:00.000Z,1827,https://audioboom.com/posts/7293979-346-muere-monstruo-muere
193,345,Game of Thrones,"He aquí nuestro último podcast dedicado a Game of Thrones, a un mes de su fin. Cuenta con la participación de todos los miembros del equipo (incluyendo un cameo del único que no la ve). Escuchanos.
#Podcast #Television #Series #HBO #GameOfThrones #ASongOfIceAndFire #GeorgeRRMartin",2020-07-23T01:23:57.000Z,127,2019-06-19T15:48:00.000Z,3537,https://audioboom.com/posts/7293698-345-game-of-thrones
194,344,Black Mirror - 5ta. Temporada,"La quinta temporada de Black Mirror consta de un capítulo que está bien, uno que está muy bien y uno que da vergüenza ajena. En este podcast hablamos un poco de cada uno.‬
#Podcast #Television #Series #Netflix #BlackMirror #CharlieBrooker",2019-06-14T14:10:48.000Z,29,2019-06-12T23:55:00.000Z,2696,https://audioboom.com/posts/7287325-344-black-mirror-5ta-temporada
195,343,Chernobyl,"Este podcast es sobre Chernobyl, una joya que seguramente va a terminar entre lo mejor del año. Si la viste, escuchanos.
#Podcast #Television #Series #HBO #Chernobyl #CraigMazin #JaredHarris",2019-06-14T18:33:50.000Z,73,2019-06-12T15:24:00.000Z,3724,https://audioboom.com/posts/7287094-343-chernobyl
196,342,Godzilla: King of the Monsters,"En este podcast hablamos de la espectacularmente estúpida Godzilla: King of the Monsters y aprovechamos para explorar los orígenes de este legendario lagarto gigante. ¡Escuchanos!

#Podcast #Cine #Peliculas #Godzilla #Gojira #MichaelDougherty #Monsterverse",2021-04-03T18:15:09.000Z,42,2019-06-08T00:00:00.000Z,2061,https://audioboom.com/posts/7283269-342-godzilla-king-of-the-monsters
197,341,Rocketman,"Este podcast es sobre Rocketman, una película mitad biográfica, mitad musical, que nos gustó mucho. ¡Si la viste, escuchanos! 
#Podcast #Cine #Peliculas #Musical #Rocketman #EltonJohn #TaronEgerton",2019-06-14T12:29:06.000Z,47,2019-06-04T01:00:00.000Z,2497,https://audioboom.com/posts/7279054-341-rocketman
198,340,John Wick: Chapter 3 - Parabellum ,"En este podcast hablamos sobre la tercera John Wick, subtitulada Parabellum, sin dudas la película de acción del año. ¡Si la viste, escuchanos!
#Podcast #Cine #Peliculas #JohnWick #Parabellum #ChadStahelski #KeanuReeves",2019-05-31T06:16:33.000Z,78,2019-05-28T00:09:00.000Z,2612,https://audioboom.com/posts/7272565-340-john-wick-chapter-3-parabellum
199,339,Game of Thrones 8-6 The Iron Throne,"Acá está. Nuestro podcast sobre el último capítulo de la última temporada de Game of Thrones.

#Podcast #Television #Series #HBO #GameOfThrones #TheIronThrone #ASongOfIceAndFire #GeorgeRRMartin",2019-05-21T18:03:56.000Z,66,2019-05-21T17:41:00.000Z,3111,https://audioboom.com/posts/7267475-339-game-of-thrones-8-6-the-iron-throne
200,338,Detective Pikachu,"Este podcast es sobre Detective Pikachu, una película repleta de bichitos extremadamente adorables… Lástima que los realizadores se olvidaron que el guión también es importante.

#Podcast #Cine #Peliculas #Pokemon #DetectivePikachu #RyanReynolds",2019-05-17T12:48:41.000Z,55,2019-05-16T13:40:00.000Z,2449,https://audioboom.com/posts/7263015-338-detective-pikachu
201,337,Game of Thrones 8-5 The Bells,"En este podcast hablamos del quinto capítulo de la octava y última temporada de Game of Thrones, en el que hay una batalla, mueren personajes, suceden un montón de cosas estúpidas... lo de siempre.

#Podcast #Television #Series #HBO #GameOfThrones #TheBells #ASongOfIceAndFire #GeorgeRRMartin",2019-05-14T12:36:29.000Z,72,2019-05-14T12:15:00.000Z,2517,https://audioboom.com/posts/7260462-337-game-of-thrones-8-5-the-bells
202,336,Mid90s,"En este podcast sorpresa Belu intenta hablar sobre Mid90s mientras que yo, Fede, no paro de contar anécdotas personales. Escuchalas.

#Podcast #Cine #Peliculas #Mid90s #JonahHill",2019-05-17T11:02:05.000Z,45,2019-05-10T23:08:00.000Z,2295,https://audioboom.com/posts/7257994-336-mid90s
203,335,Game of Thrones 8-4 The Last of the Starks,"En este podcast hablamos del cuarto capítulo de la octava y última temporada de Game of Thrones, en el que la serie se termina de caer en un agujero del que probablemente no vaya a poder salir.

#Podcast #Television #Series #HBO #GameOfThrones #TheLastOfTheStarks #ASongOfIceAndFire #GeorgeRRMartin",2019-05-09T23:38:20.000Z,57,2019-05-06T23:08:00.000Z,2477,https://audioboom.com/posts/7253186-335-game-of-thrones-8-4-the-last-of-the-starks
204,334,Avengers: Endgame,"En nuestro podcast más largo hasta ahora hablamos sobre la enorme Avengers: Endgame, uno de los estrenos más esperados del año. ¡Después de escucharnos, contanos qué te pareció a vos!

#Podcast #Cine #Peliculas #Marvel #Avengers #InfinityWar #RobertDowneyJr #IronMan #ChrisEvans #CaptainAmerica #ChrisHemsworth #Thor #MarkRuffalo #Hulk #Jeremy Renner #Hawkeye #ScarlettJohansson #BlackWidow #JoshBrolin #Thanos",2019-05-31T06:42:20.000Z,157,2019-05-03T11:00:00.000Z,5302,https://audioboom.com/posts/7250609-334-avengers-endgame
205,333,Game of Thrones 8-3 The Long Night,"En este podcast hablamos del tercer capítulo de la octava y última temporada de Game of Thrones, en el que se pelea la batalla más esperada.

#Podcast #Television #Series #HBO #GameOfThrones #TheLongNight #ASongOfIceAndFire #GeorgeRRMartin",2019-04-30T00:20:55.000Z,60,2019-04-30T00:09:00.000Z,2549,https://audioboom.com/posts/7246800-333-game-of-thrones-8-3-the-long-night
206,332,Game of Thrones 8-2 A Knight of the Seven Kingdoms,"En este podcast hablamos del segundo capítulo de la octava y última temporada de Game of Thrones, en el que nuestros héroes esperan a que caiga la noche, literal y figurativamente.

#Podcast #Television #Series #HBO #GameOfThrones #AKnightOfTheSevenKingdoms #ASongOfIceAndFire #GeorgeRRMartin",2019-04-22T23:52:47.000Z,54,2019-04-22T23:40:00.000Z,2301,https://audioboom.com/posts/7240199-332-game-of-thrones-8-2-a-knight-of-the-seven-kingdoms
207,331,Game of Thrones 8-1 Winterfell,"En este podcast hablamos del esperadísimo primer capítulo de la octava y última temporada de Game of Thrones, en el que la mayoría de los caminos convergen en Winterfell.

#Podcast #Television #Series #HBO #GameOfThrones #Winterfell #ASongOfIceAndFire #GeorgeRRMartin",2019-04-19T20:24:50.000Z,52,2019-04-16T12:45:00.000Z,2391,https://audioboom.com/posts/7234976-331-game-of-thrones-8-1-winterfell
208,330,4x4,"Este podcast es sobre 4x4, una muy buena película hecha en Argentina, que invita a conversar sobre la inseguridad y la justicia por mano propia. Escuchanos.  

#Podcast #Cine #Peliculas #CineArgentino #CineNacional #4x4 #MarianoCohn #PeterLanzani #DadyBrieva #LuisBrandoni",2019-04-10T23:14:41.000Z,33,2019-04-10T23:08:00.000Z,2015,https://audioboom.com/posts/7230022-330-4x4
209,329,Shazam!,"En este podcast hablamos de la lindísima Shazam, la otra película protagonizada por un personaje que se llama Capitán Marvel. ¡Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #DC #Shazam #DavidFSandberg #ZacharyLevy",2019-04-10T02:52:22.000Z,54,2019-04-09T02:23:00.000Z,2619,https://audioboom.com/posts/7227711-329-shazam
210,328,Batman Returns,"Acá está nuestro podcast sobre Batman Returns, la otra con el caballero oscuro que dirigió Tim Burton, y uno de los mejores ejemplos del género. Escuchanos.

#Podcast #Cine #Peliculas #Clasicos #DC #BatmanReturns #TimBurton #MichaelKeaton #MichellePfeiffer #DannyDeVito",2022-03-20T19:40:56.797Z,53,2019-04-04T00:54:52.000Z,2321,https://audioboom.com/posts/7222409-328-batman-returns
211,327,Batman,"Para conmemorar el octogésimo aniversario de Batman, le dedicamos este podcast a la película que lleva su nombre, dirigida por Tim Burton. Escuchanos.

#Podcast #Cine #Peliculas #Clasicos #DC #Batman #TimBurton #MichaelKeaton #JackNicholson",2022-03-20T19:44:43.600Z,68,2019-04-02T01:08:00.000Z,2593,https://audioboom.com/posts/7219823-327-batman
212,326,Us,"Este podcast es sobre Us, la muy esperada segunda película dirigida por Jordan Peele. Si la viste, escuchanos.

#Podcast #Cine #Peliculas #Terror #Us #Nosotros #JordanPeele #LupitaNyongo #WinstonDuke",2019-04-06T08:28:31.000Z,40,2019-03-27T22:00:00.000Z,2402,https://audioboom.com/posts/7214533-326-us
213,325,"Love, Death & Robots","En este podcast hablamos sobre Love, Death & Robots en términos generales y de cada uno de los cortometrajes que la componen. ¿Cuáles son tus favoritos?

#Podcast #Television #Series #Animación #Netflix #LoveDeath&Robots #TimMiller #DavidFincher",2022-05-21T19:07:59.181Z,84,2019-03-26T01:22:00.000Z,3172,https://audioboom.com/posts/7212346-325-love-death-robots
214,324,Cold War,"Acá está nuestro podcast sobre la muy bella Cold War, del polaco Pawel Pawlikowski. Si la viste, escuchanos. Si no, no.

#Podcast #Cine #Peliculas #ColdWar #PawelPawlikowski #LukaszZal",2019-03-27T06:51:28.000Z,35,2019-03-19T00:21:00.000Z,1722,https://audioboom.com/posts/7205798-324-cold-war
215,323,Captain Marvel,"Este podcast es sobre Captain Marvel, la primera película del Universo Marvel™ protagonizada por una mujer. Si ya la viste, escuchanos.

#Podcast #Cine #Peliculas #Marvel #CaptainMarvel #BrieLarson #SamuelLJackson",2019-03-13T06:34:13.000Z,54,2019-03-11T23:55:00.000Z,3254,https://audioboom.com/posts/7198978-323-captain-marvel
216,322,True Detective - 3era. Temporada,"En este podcast hablamos sobre la tercera temporada de True Detective, que, por suerte, se parece mucho más a la primera que a la segunda. Si la viste, escuchanos.

#Podcast #Television #Series #Miniserie #HBO #TrueDetective #MahershalaAli #StehenDorff #CarmenEjogo#NicPizzolatto",2019-03-13T07:15:51.000Z,58,2019-03-05T01:44:00.000Z,2092,https://audioboom.com/posts/7192243-322-true-detective-3era-temporada
217,Oscars 2019,,"Este es nuestro podcast sobre la que puede que haya sido la entrega de los Oscars más vergonzosa de la historia de La Academia. ¡Escuchanos!‬

#Podcast #Cine #Peliculas #Oscars #AcademyAwards #BlackPanther #BlacKkKlansman #BohemianRhapsody #TheFavourite #GreenBook #Roma #AStarIsBorn #Vice",2022-05-11T17:32:26.296Z,73,2019-02-25T03:00:00.000Z,2579,https://audioboom.com/posts/7185552-oscars-2019
218,320,Green Book,"Este podcast es sobre la muy inocente Green Book, una de las nominadas a Mejor Película en los Oscares de este año de las que todavía no habíamos hablado.

#Podcast #Cine #Peliculas #GreenBook #PeterFarrelly #ViggoMortensen #MahershalaAli #Oscars #MejorPelicula",2019-02-20T22:00:06.000Z,39,2019-02-20T22:00:00.000Z,2200,https://audioboom.com/posts/7180773-320-green-book
219,321,Vice,"Este podcast es sobre la enojadísima Vice, una de las nominadas a Mejor Película en los Oscares de este año de las que todavía no habíamos hablado.

#Podcast #Cine #Peliculas #Vice #AdamMcKay #ChristianBale #AmyAdams #Oscars #MejorPelicula",2019-02-20T22:00:07.000Z,53,2019-02-20T22:00:00.000Z,1778,https://audioboom.com/posts/7180786-321-vice
220,319,The Lego Movie 2,"Este podcast es sobre The LEGO Movie 2: The Second Part, otra secuela que no es tan fantástica como la original, pero que disfrutamos muchísimo ver. ¡Escuchanos!

#Podcast #Cine #Peliculas #Animacion #Lego #TheLegoMovie2  #ChrisPratt #ElizabethBanks #WillArnett",2019-02-18T23:29:01.000Z,33,2019-02-18T23:20:00.000Z,1540,https://audioboom.com/posts/7178401-319-the-lego-movie-2
221,318,The Favourite,"En este podcast hablamos sobre la exquisitez que es The Favourite, del griego Yorgos Lanthimos. Si la viste, escuchanos.

#Podcast #Cine #Peliculas #TheFavourite #YorgosLanthimos #OliviaColman #EmmaStone #RachelWeisz #Oscars #MejorPelicula",2019-02-13T22:00:15.000Z,40,2019-02-13T22:00:00.000Z,2183,https://audioboom.com/posts/7174121-318-the-favourite
222,317,Suspiria,"Este podcast es sobre la extraña y divisiva remake (o ""cover"", como le dice su director, Luca Guadagnino) de Suspiria. Con Matías Orta de invitado especial.

#Podcast #Cine #Peliculas #Suspiria #LucaGuadagnino #DarioArgento #DakotaJohnson",2019-02-26T23:16:09.000Z,45,2019-02-07T01:33:00.000Z,2145,https://audioboom.com/posts/7166986-317-suspiria
223,316,Fyre,"En este podcast hablamos sobre Fyre, el documental de Netflix, y Fyre, el festival de música que no fue. Escuchanos.‬

#Podcast #Documental #Netflix #Fyre #ChrisSmith",2019-02-13T20:34:17.000Z,48,2019-02-05T01:55:00.000Z,1846,https://audioboom.com/posts/7164483-316-fyre
224,315,Homecoming - 1era. Temporada,"Este podcast es sobre la primera temporada de Homecoming, la nueva serie de Sam Esmail, el creador de Mr. Robot. Si la viste, escuchanos. Si no, buscala que es muy buena.

#Podcast #Television #Series #Amazon #Homecoming #SamEsmail #JuliaRoberts",2019-02-04T09:34:53.000Z,35,2019-01-24T22:00:00.000Z,1764,https://audioboom.com/posts/7153770-315-homecoming-1era-temporada
225,314,Creed II,"En este podcast hablamos sobre Creed II, la segunda parte de la saga de Adonis Creed, y quizás la última de la de Rocky. Si ya la viste, escuchanos.

#Podcast #Cine #Peliculas #Creed # StevenCapleJr #MichaelBJordan #SylvesterStallone #RockyBaboa #DolphLundgren #IvanDrago #Boxeo",2019-01-24T23:18:07.000Z,35,2019-01-23T22:00:00.000Z,1743,https://audioboom.com/posts/7152336-314-creed-ii
226,313,Glass,"Este podcast es sobre Glass, el muy esperado y, en nuestra opinión, muy decepcionante cierre de la muy extraña trilogía de M. Night Shyamalan.

#Podcast #Cine #Peliculas #Glass #MNightShyamalan #SamuelLJackson #JamesMcAvoy #BruceWillis",2019-01-22T23:18:10.000Z,49,2019-01-22T22:00:00.000Z,2034,https://audioboom.com/posts/7151209-313-glass
227,312,Unbreakable,"Aprovechando el estreno de Glass, le dedicamos este podcast a Unbreakable, película que todavía es, discutiblemente, lo mejor que hizo M. Night Shyamalan.

#Podcast #Cine #Peliculas #Clasicos #Unbreakable #MNightShyamalan #BruceWillis #SamuelLJackson",2019-01-23T00:14:21.000Z,45,2019-01-21T22:00:00.000Z,2068,https://audioboom.com/posts/7150014-312-unbreakable
228,311,Spider-Man: Into The Spider-Verse,"Este podcast es sobre Spider-Man: Into The Spider-Verse, una de las películas de animación más maravillosas de los últimos tiempos. ¡Escuchanos!  

#Podcast #Cine #Peliculas #Marvel #Spiderman #IntoTheSpiderverse #MilesMorales #PeterParker",2022-04-29T02:26:36.223Z,65,2019-01-14T22:00:00.000Z,3671,https://audioboom.com/posts/7143205-311-spider-man-into-the-spider-verse
229,310,The Mule,"En este podcast hablamos con Crítico Cítrico sobre The Mule, la última película dirigida y protagonizada por Clint Eastwood (en una de esas, literalmente).

#Podcast #Cine #Peliculas #TheMule #ClintEastwood #BradleyCooper",2019-01-14T11:14:58.000Z,48,2019-01-09T22:00:00.000Z,1683,https://audioboom.com/posts/7138199-310-the-mule
230,309,Bumblebee,"En este, nuestro primer podcast dedicado a una película de y con Transformers, hablamos de la sorprendente y encantadora Bumblebee.

#Podcast #Cine #Peliculas #Bumblebee #TravisKnight #HaileeStanfield #JohnCena Transformers #Hasbro",2019-01-14T09:49:48.000Z,47,2019-01-09T22:00:00.000Z,1564,https://audioboom.com/posts/7138042-309-bumblebee
231,Nuestras Favoritas del 2018,,"Acá está. El podcast con todas nuestras películas y series favoritas del año que terminó la semana pasada, en el que me acompañan, como siempre, Victoria, Nicolás, Daniel y Julieta. Es muy largo.

#Podcast #Cine #Peliculas #Television #Series #Favoritas",2019-01-14T11:56:27.000Z,107,2019-01-07T22:00:00.000Z,2729,https://audioboom.com/posts/7135652-nuestras-favoritas-del-2018
232,308,Black Mirror - Bandersnatch,"En este podcast hablamos sobre Bandersnatch, esa suerte de película interactiva de Black Mirror, y hacemos un recorrido por todas las decisiones que podés tomar, y los finales a los que podés llegar.   

#Podcast #Television #Series #Netflix #BlackMirror #Bandersnatch #CharlieBrooker",2019-01-01T14:42:28.000Z,57,2018-12-31T14:00:00.000Z,2852,https://audioboom.com/posts/7129858-308-black-mirror-bandersnatch
233,307,Akira,"En este podcast hablamos sobre Akira, un eslabón importantísimo en la historia de la animación de Japón y el mundo. ¡Escuchanos!

#Podcast #Cine #Peliculas #Clasicos #Animacion #Akira #KatsuhiroOtomo",2019-01-03T19:09:06.000Z,39,2018-12-28T22:00:00.000Z,2141,https://audioboom.com/posts/7128821-307-akira
234,306,Cowboy Bebop,"En este podcast hablamos largo y tendido sobre Cowboy Bebop, una de las mejores series de animación japonesa de la historia (y le hacemos un poco de lugar a su película). ¡Escuchanos!

#Podcast #Television #Series #Clasicos #Animacion #CowboyBebop #ShinichiroWatanabe",2018-12-29T01:28:52.000Z,76,2018-12-26T22:00:00.000Z,2345,https://audioboom.com/posts/7127389-306-cowboy-bebop
235,305,Roma,"En este podcast conversamos con Gustavo Serrano, oyente de la Ciudad de México, de Roma, la nueva obra maestra de Alfonso Cuarón. Si la viste, escuchanos.

#Podcast #Cine #Peliculas #Netflix #Roma #AlfonsoCuaron #Oscars #MejorPelicula",2020-08-02T23:03:21.000Z,52,2018-12-21T22:00:00.000Z,2495,https://audioboom.com/posts/7125014-305-roma
236,304,Aquaman,"Aquaman, la única adaptación de un comic de DC que llegó a los cines del mundo este año, generó todas clase de emociones entre los integrantes de este podcast.

#Podcast #Cine #Peliculas #DC #Aquaman #JamesWan #JasonMomoa #AmberHeard",2018-12-19T23:12:54.000Z,48,2018-12-19T22:00:00.000Z,2353,https://audioboom.com/posts/7122717-304-aquaman
237,303,Mandy,"En este podcast vuelve Elian Aguilar, de Buenos Aires Rojo Sangre y Cine Fantástico y Bizarro, a conversar conmigo sobre la hipnótica Mandy, en mi opinión, una de las películas del año. ¡Escuchanos!

#Podcast #Cine #Peliculas #Mandy #PanosCosmatos #NicolasCage #BuenosAiresRojoSangre #BARS",2022-05-28T02:02:07.655Z,48,2018-12-17T22:00:00.000Z,1538,https://audioboom.com/posts/7119769-303-mandy
238,302,First Man,"Este podcast es sobre First Man, una película que no convence tanto como las dos anteriores de su director, el talentoso Damien Chazelle. Si la viste, escuchanos.

#Podcast #Cine #Peliculas #FirstMan #DamienChazelle #RyanGosling #ClaireFoy",2018-12-15T01:02:00.000Z,43,2018-12-08T00:00:00.000Z,1660,https://audioboom.com/posts/7111092-302-first-man
239,301,BlacKkKlansman,"Este podcast es sobre lo último de Spike Lee, la poderosa BlacKkKlansman, una película que te deja con ganas de hablar. Si la viste, escuchanos.

#Podcast #Cine #Peliculas #BlacKkKlansman #SpikeLee #JohnDavidWashington #AdamDriver #Oscars #MejorPelicula",2019-02-13T20:42:13.000Z,53,2018-12-07T22:00:00.000Z,2017,https://audioboom.com/posts/7110989-301-blackkklansman
240,300,,Un mensaje de agradecimiento.,2022-05-11T17:32:23.246Z,5,2018-12-03T22:00:00.000Z,1379,https://audioboom.com/posts/7106277-300
241,Buenos Aires Rojo Sangre 19,,"Con este podcast interrumpimos nuestra programación habitual para hablar de la decimonovena edición del Buenos Aires Rojo Sangre, EL festival de cine de terror, fantástico y bizarro argentino, con Ariana Bouzón, su productora, y Elian Aguilar, comodín del equipo. ¡Escuchanos!
#Podcast #Cine #Peliculas #Festivales #BuenosAiresRojoSangre #BARS",2019-11-22T23:14:20.000Z,37,2018-11-26T22:00:00.000Z,1306,https://audioboom.com/posts/7098792-buenos-aires-rojo-sangre-19
242,299,The Ballad of Buster Scruggs,"Este podcast es sobre The Ballad of Buster Scruggs, la sorprendentemente maravillosa antología del Lejano Oeste de los hermanos Coen. ¿La viste? Escuchanos.   

#Podcast #Cine #Peliculas #Netflix #TheBalladOfBusterScruggs #EthanCoen #JoelCoen",2018-11-24T03:51:26.000Z,46,2018-11-23T23:24:39.000Z,2042,https://audioboom.com/posts/7096538-299-the-ballad-of-buster-scruggs
243,298,Fantastic Beasts: The Crimes of Grindelwald,"En este podcast nos indignamos con Fantastic Beasts: The Crimes of Grindelwald, una película incomprensible, en más de un sentido. ¡Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #FantasticBeasts #AnimalesFantasticos #TheCrimesofGrindelwald #LosCrimenesDeGrindelwald #JKRowling #DavidYates #HarryPotter",2022-04-19T00:34:35.279Z,59,2018-11-19T22:00:00.000Z,2270,https://audioboom.com/posts/7092295-298-fantastic-beasts-the-crimes-of-grindelwald
244,297,American Vandal - 1era. y 2da. Temporada,"En este podcast hablamos sobre las dos temporadas de American Vandal, una de las mejores series exclusivas de Netflix. Si las viste, escuchanos.

#Podcast #Television #Series #Netflix #AmericanVandal #Pitos #Caca",2018-11-24T04:04:02.000Z,48,2018-11-19T22:00:00.000Z,1614,https://audioboom.com/posts/7092202-297-american-vandal-1era-y-2da-temporada
245,296,Overlord,"Este podcast es sobre Overlord, una de nazis y zombies, intensa y sangrienta. ¿Qué más querés? ¡Si la viste, escuchanos!

#Podcast #Cine #Peliculas #Overlord #Nazis #Zombies",2018-11-14T17:18:05.000Z,36,2018-11-12T22:00:00.000Z,1437,https://audioboom.com/posts/7083019-296-overlord
246,295,A Simple Favor,"En este podcast hablamos sobre A Simple Favor, una de suspenso con una dosis de humor negro (o, dependiendo a quién le preguntes, una comedia negra con algo de suspenso).

#Podcast #Cine #Peliculas #ASimpleFavor #UnPequenoFavor #PaulFeig #AnnaKendrick #BlakeLively",2018-11-14T18:11:38.000Z,35,2018-11-09T22:00:00.000Z,1759,https://audioboom.com/posts/7080411-295-a-simple-favor
247,294,Bohemian Rhapsody,"Este podcast es sobre Bohemian Rhapsody, una película biográfica mediocre, pero con muy buenas canciones. ¡Escuchanos!

#Podcast #Cine #Peliculas #BohemianRhapsody #Queen #FreddieMercury #BrianMay #JohnDeacon #RogerTaylor #Oscars #MejorPelicula",2020-07-07T00:09:33.000Z,41,2018-11-07T22:00:00.000Z,3309,https://audioboom.com/posts/7077102-294-bohemian-rhapsody
248,293,Evil Dead,"En este podcast hablamos con Leandro y Héctor de Cine Fantástico y Bizarro sobre la trilogía de Evil Dead, y aprovechamos la ocasión para recorrer la filmografía de su director, Sam Raimi. ¡Escuchanos!

#Podcast #Cine #Peliculas #Clasicos #TheEvilDead #EvilDead2 #ArmyOfDarkness #EvilDead #AshVsEvilDead #SamRaimi #BruceCampbell",2022-05-06T08:53:52.369Z,59,2018-10-31T22:00:00.000Z,1828,https://audioboom.com/posts/7068695-293-evil-dead
